NoticeNum,DateNotice,Shape,BLOCKLOT,NEIGHBOR,Council_District,Typology2017,OBJECTID,ESRI_OID,x,y
1569529A,"August 11, 2017",,4071 004,BETTER WAVERLY                           ,-447938744,J,858646,3950,1422895.813672632,602794.6319325566
1569512A,"August 11, 2017",,3957 010,COLDSTREAM HOMESTEAD MONTEBELLO          ,-447941144,H,851228,12712,1427933.9098956436,604417.3025717288
1569355A,"August 3, 2017",,2230K025,CARROLL-SOUTH HILTON                     ,-447940712,H,802566,7575,1405772.1300723106,589652.9502107203
1569282A,"August 3, 2017",,2443B011,WINCHESTER                               ,-447938600,I,810638,1346,1406723.997591138,595840.7478744835
1569109A,"August 1, 2017",,0216 048,HOLLINS MARKET                           ,-447938552,E,734390,7133,1414839.0341825485,590622.7090979815
1569036A,"August 1, 2017",,6984 004,SAINT HELENA                             ,-447938696,F,938404,9426,1445249.388387978,581273.6008277237
1569029A,"August 1, 2017",,1487 008,BEREA                                    ,-447941096,I,769057,8479,1430902.621477887,598113.0825686455
1568992A,"August 1, 2017",,3942A022,COLDSTREAM HOMESTEAD MONTEBELLO          ,-447940616,F,850663,6344,1428757.5250463039,604157.1551261395
1568900A,"August 1, 2017",,1456 045,BROADWAY EAST                            ,-447940568,I,767107,6588,1427443.9801012278,598889.1758327335
156802A,"August 31, 2006",,2377C030,MOSHER                                   ,-447938504,I,807871,465,1407773.1683930606,593237.9013741463
1567913A,"August 4, 2017",,3350J056,GREENSPRING                              ,-447937736,I,832296,6692,1408285.3465025574,609648.7888278961
1567879A,"July 31, 2017",,2418 008,NORTHWEST COMMUNITY ACTION               ,-447935864,I,809794,6306,1407266.1156013906,597593.1472568065
1567872A,"July 31, 2017",,2418 009,NORTHWEST COMMUNITY ACTION               ,-447936056,I,809795,628,1407282.3048734665,597592.2000802308
1567833A,"July 28, 2017",,4179C001,BELAIR-EDISON                            ,-447935624,H,864474,11679,1433355.276677549,601339.6899605542
1567591A,"July 28, 2017",,5960A010,FRANKFORD                                ,-447935432,E,919579,8824,1440041.62550956,605467.6525051445
1567532A,"August 2, 2017",,3341 015,GREENSPRING                              ,-447936680,H,831087,8876,1408215.0720368028,607053.9761041403
1567102A,"August 6, 2017",,0010 010,SANDTOWN-WINCHESTER                      ,-447936824,I,723810,7190,1412995.4962029755,598078.3273888081
156706A,"August 31, 2006",,0071 096,MIDTOWN-EDMONDSON                        ,-447937448,J,727052,5423,1411765.7211034745,594697.1277863979
1567010A,"July 27, 2017",,0280 087,NEW SOUTHWEST/MOUNT CLARE                ,-447935336,I,738259,11438,1414284.7439525574,589181.0978079736
1566943A,"July 28, 2017",,4747A032,CYLBURN                                  ,-447937304,F,880302,6075,1406030.7666941434,613028.9352828115
1566912A,"August 10, 2017",,2178 052,SHIPLEY HILL                             ,-447936296,J,800982,8562,1409273.593541801,588682.718227312
1566768A,"July 27, 2017",,5915 004,BELAIR-EDISON                            ,-447935384,H,917656,841,1434449.554672718,603689.735457316
1566302A,"July 27, 2017",,2183A011,SHIPLEY HILL                             ,-447938264,J,801095,11230,1408819.1659729779,589089.4769282341
1566264A,"July 27, 2017",,4179P022,BELAIR-EDISON                            ,-447937688,F,865690,8378,1435203.1945696324,601230.999233067
1566234A,"July 27, 2017",,2183A010,SHIPLEY HILL                             ,-447935912,J,801094,4993,1408841.5812824667,588988.1365797222
1565723A,"August 17, 2017",,0118 059,MIDTOWN-EDMONDSON                        ,-447935720,J,729622,9597,1411602.1597508043,592950.9249139726
1565530A,"August 13, 2017",,1658 056,MCELDERRY PARK                           ,-447937400,I,776905,3337,1431523.3594096303,594121.5226383954
1565036A,"July 21, 2017",,2513 013,EDMONDSON VILLAGE                        ,-447936584,F,813501,7559,1402199.092270881,593757.5168047249
1565008A,"July 21, 2017",,2507A033,EDMONDSON VILLAGE                        ,-447936536,F,813243,4757,1402851.025350228,593675.2702500671
1564941A,"July 23, 2017",,6166 037,ELLWOOD PARK/MONUMENT                    ,-447936776,F,926311,1813,1434188.1887256354,593997.601954475
1564869A,"July 23, 2017",,4163B035,DARLEY PARK                              ,-447937352,J,862777,5200,1427764.2071510553,600421.3860228956
1564840A,"July 24, 2017",,3326 042,PARK CIRCLE                              ,-447937880,I,830527,8277,1408885.094646886,605029.1448519826
1564590A,"July 27, 2017",,0801 043,WASHINGTON VILLAGE/PIGTOWN               ,-447936728,E,751984,7749,1416658.0485891402,587807.9539007246
1564542A,"July 24, 2017",,3350D051,PARKLANE                                 ,-447936392,I,831974,12325,1407447.4137952179,610363.0032787323
1564541A,"July 21, 2017",,0388 018,CHARLES NORTH                            ,-447935768,C,742459,11762,1420560.8048912138,598969.8193722218
1564508A,"July 21, 2017",,0152 007,FRANKLIN SQUARE                          ,-447937256,J,730948,5506,1413967.7905182242,592319.9675144702
1564437A,"July 24, 2017",,2174A075,SHIPLEY HILL                             ,-447936200,J,800585,9526,1409814.3096519709,589473.6021442264
1564380A,"July 21, 2017",,3935 006,COLDSTREAM HOMESTEAD MONTEBELLO          ,-447935240,I,850075,11604,1428188.4002003074,603054.2708489746
1564355A,"July 20, 2017",,6072D003,CEDONIA                                  ,-447935288,D,923165,8110,1444139.6543869674,607135.1504824758
1564311A,"July 21, 2017",,0387 018,CHARLES NORTH                            ,-447935672,C,742439,3803,1420397.2815962136,598929.7206991464
1564307A,"July 23, 2017",,1556 011,BIDDLE STREET                            ,-447938216,J,772135,7214,1430521.6314262152,596642.4552605599
1563912A,"July 21, 2017",,4585 002,CENTRAL PARK HEIGHTS                     ,-447936488,I,876496,4056,1404893.5412783027,612550.4887331426
1563775A,"October 18, 2017",,2718 010,DORCHESTER                               ,-447937544,F,817183,769,1401648.8889749646,607380.3179711401
1563774A,"May 1, 2018",,2718 013,DORCHESTER                               ,-447937208,F,817186,6387,1401565.144063726,607375.0853700638
1562896A,"July 19, 2017",,2447 002,FRANKLINTOWN ROAD                        ,-447938168,I,810856,12605,1406085.839090556,594941.2240829766
1562838A,"July 17, 2017",,1102 051,OLIVER                                   ,-447937592,I,758890,7474,1426794.0302856416,599271.5825482309
1562835A,"July 20, 2017",,4011B020,EAST BALTIMORE MIDWAY                    ,-447936440,J,856384,386,1424544.951450467,599996.0207318962
1562137A,"July 16, 2017",,7644 084,CHERRY HILL                              ,-447936248,G,947489,12468,1418209.1655656397,575532.2907880545
1561641A,"July 13, 2017",,0242 057,CARROLLTON RIDGE                         ,-447938120,J,735616,7545,1412119.0793206394,589922.7265740633
1561604A,"July 13, 2017",,0249 082,HOLLINS MARKET                           ,-447935816,F,736139,12078,1414954.753767386,590014.7044084817
1561588A,"July 13, 2017",,0212 024,UNION SQUARE                             ,-447936008,E,734217,6604,1413344.5434051305,590623.1139528155
1561527A,"July 14, 2017",,5090A039,LAKE EVESHAM                             ,-447936344,B,888709,1527,1422449.1967837214,619008.4029826373
1560939A,"July 14, 2017",,2136 031,MILLHILL                                 ,-447936632,I,799211,12727,1408962.4658832252,587184.0460278094
1560912A,"July 14, 2017",,1675 063,MCELDERRY PARK                           ,-447936152,G,778017,4505,1431630.2049964666,593651.3286968917
1560815A,"July 14, 2017",,0116 035,HARLEM PARK                              ,-447937640,I,729509,5994,1415889.4441552162,593827.1193558127
156053A,"August 28, 2006",,2407 030,NORTHWEST COMMUNITY ACTION               ,-447936104,I,809464,12329,1406505.9740770608,598039.5994478911
156038A,"August 28, 2006",,2810 010,MOUNT HOLLY                              ,-447935576,E,818666,11724,1403516.3288096339,599188.5633573085
1560335A,"July 13, 2017",,6314 048,HIGHLANDTOWN                             ,-447937160,B,930118,9859,1434727.7854154706,590461.4833705574
1560307A,"July 13, 2017",,2548 019,IRVINGTON                                ,-447937064,H,816499,6839,1401340.770496726,589357.557428807
1560297A,"July 13, 2017",,0059 022,SANDTOWN-WINCHESTER                      ,-447938072,J,726467,922,1412335.8318398893,595310.1715078056
1560238A,"July 13, 2017",,1162 018,OLIVER                                   ,-447937496,H,761698,12420,1425769.8157986403,596923.5888846368
1560051A,"July 13, 2017",,4041 049,EAST BALTIMORE MIDWAY                    ,-447938024,I,857182,2820,1423562.7060396373,601015.7913301438
1559872A,"July 12, 2017",,0019 068G,EASTERWOOD                               ,-447935528,I,724308,10195,1411881.507289216,597231.114516303
1559716A,"July 11, 2017",,1265A002,PENN-FALLSWAY                            ,-447937112,NonResidential,763316,1541,1423114.151818633,592579.1953424811
1559641A,"September 8, 2017",,7443 010,WESTPORT                                 ,-447937016,H,944346,1242,1416058.3273476362,581972.486240983
1559629A,"July 12, 2017",,2169 020,SHIPLEY HILL                             ,-447937928,J,800132,4945,1408445.9820080549,590886.633766979
1559141A,"July 10, 2017",,0217 064,HOLLINS MARKET                           ,-447936920,E,734450,7115,1415416.700350061,590778.5831300616
1558913A,"July 9, 2017",,5686 016,GLENHAM-BELHAR                           ,-447935960,D,910659,5029,1439764.4899089634,613708.5313645601
1558874A,"July 10, 2017",,1611 066,MADISON-EASTEND                          ,-447937976,I,774486,10033,1431563.403292805,595331.2055864781
1558823A,"July 9, 2017",,5902 034,BELAIR-EDISON                            ,-447937832,F,917049,9069,1433854.8147204667,603018.5350280553
1558801A,"July 14, 2017",,1277 034,OLDTOWN                                  ,-447937784,Subsidized Rental Market,763425,4466,1424740.4166107178,594142.6472680569
1558667A,"July 9, 2017",,4108 052,COLDSTREAM HOMESTEAD MONTEBELLO          ,-447935480,H,859637,2627,1426455.139887303,602784.6312963963
1558258A,"July 9, 2017",,7445 070,WESTPORT                                 ,-447936872,H,944434,4184,1415873.3241087198,580845.0026035607
1558179A,"July 7, 2017",,7269 045,CURTIS BAY                               ,-447932408,H,943692,11830,1428115.1391919702,570352.3854654729
1558155A,"July 7, 2017",,4178J005,FOUR BY FOUR                             ,-447933800,I,864228,3835,1432435.9602747262,601068.033023566
1558088A,"July 9, 2017",,1611 036,MADISON-EASTEND                          ,-447936968,I,774456,2615,1431649.67542997,595187.2491814792
155794A,"August 28, 2006",,2407 031,NORTHWEST COMMUNITY ACTION               ,-447932984,I,809465,1237,1406527.0675387979,598040.6975428164
1557912A,"July 7, 2017",,4552 123,ARLINGTON                                ,-447934376,I,875810,10477,1403263.3132395595,612606.9620453864
1557119A,"July 5, 2017",,4092 057,BETTER WAVERLY                           ,-447934040,H,859253,8584,1424090.4169264734,603817.7348732203
1556963A,"September 14, 2017",,2400 038,COPPIN HEIGHTS/ASH-CO-EAST               ,-447933224,I,809000,4340,1408430.3347296417,597807.2961067259
1556955A,"October 18, 2019",,2385 056,MOSHER                                   ,-447932696,I,808412,3333,1407317.4862335473,594252.5433737338
1556944A,"November 6, 2019",,2395 064,MOSHER                                   ,-447933704,I,808935,11004,1407987.0524797142,594988.0993173122
1556434A,"July 7, 2017",,3403 027,PENN NORTH                               ,-447932504,I,833307,113,1412517.764874965,599857.7296698987
155608A,"August 25, 2006",,0164 050,FRANKLIN SQUARE                          ,-447933656,G,731886,8891,1413026.333083555,591901.8732063174
1556058A,"July 2, 2017",,1555 044,BIDDLE STREET                            ,-447934712,J,772075,9536,1430116.8609103113,596594.0678901374
1556036A,"July 9, 2017",,1108 078,OLIVER                                   ,-447934472,I,759243,9351,1426226.5160007179,598783.9591796398
1555974A,"July 26, 2017",,0414 043,UPTON                                    ,-447933032,H,743435,2162,1416920.536909297,595616.1328381449
155592A,"August 25, 2006",,1505 040,BEREA                                    ,-447933272,I,769814,12510,1430630.3195290565,597948.9998915642
1555916A,"June 30, 2017",,2533 044,IRVINGTON                                ,-447932216,G,816010,5886,1401439.5659027994,587632.5090416372
1555886A,"July 2, 2017",,6152 036,ELLWOOD PARK/MONUMENT                    ,-447933176,I,925880,10690,1433463.5825633109,594573.184136644
1555871A,"August 13, 2017",,1138 110,OLIVER                                   ,-447933128,I,760647,6916,1426598.831529051,597584.9865119755
1555511A,"July 2, 2017",,1102 014,OLIVER                                   ,-447934568,I,758855,3878,1426440.3551399708,599112.4201368988
1555494A,"July 9, 2017",,1118 009,OLIVER                                   ,-447933464,I,759772,2692,1426476.0880081356,598347.7303933054
1555488A,"June 29, 2017",,6156 034,ELLWOOD PARK/MONUMENT                    ,-447933080,I,926025,2438,1433482.3348223865,594231.0545715541
1555483A,"August 19, 2017",,1161 042,OLIVER                                   ,-447932360,H,761680,3934,1425581.257448718,596627.3253695667
1555467A,"June 29, 2017",,1653 044,CARE                                     ,-447932936,I,776461,5057,1429573.1726932228,594174.6846055537
1555290A,"July 2, 2017",,2934 004,CALLAWAY-GARRISON                        ,-447932312,E,820340,11558,1402303.4952773005,605756.6322421432
1555289A,"July 2, 2017",,1613 028,MADISON-EASTEND                          ,-447932264,I,774610,10007,1432260.53903763,595305.1869377196
1555283A,"July 6, 2017",,2906 013,FOREST PARK                              ,-447933896,F,819910,7925,1402530.5131959766,603785.9813278168
1555078A,"June 29, 2017",,1099A049,OLIVER                                   ,-447932888,J,758569,2116,1424847.779584974,599160.9229926467
1554982A,"July 6, 2017",,3024 017,PANWAY/BRADDISH AVENUE                   ,-447932840,F,822242,2514,1407170.749650389,599261.8824363947
155490A,"August 24, 2006",,1486 040,BEREA                                    ,-447932168,I,769026,2564,1430594.875046134,598109.5819194764
1554883A,"July 5, 2017",,2411 004,NORTHWEST COMMUNITY ACTION               ,-447932792,I,809732,3790,1406863.738781467,597730.3589246422
